timestamp,cadence,distance,enhanced_altitude,heart_rate,speed_kmhr,position_lat,position_long
2019-09-16 20:50:57,64.0,1295.4,281.79999999999995,128.0,37.555200000000006,504672923.0,-999366058.0
2019-09-16 20:50:58,63.0,1307.14,282.0,128.0,37.8576,504674176.0,-999365854.0
2019-09-16 20:51:04,61.0,1368.23,281.20000000000005,128.0,37.4184,504680736.0,-999366074.0
2019-09-16 20:51:10,64.0,1429.63,278.4,129.0,38.628,504687321.0,-999366581.0
2019-09-16 20:51:11,64.0,1440.57,278.0,129.0,39.83760000000001,504688495.0,-999366600.0
2019-09-16 20:51:17,69.0,1508.09,276.20000000000005,130.0,39.805200000000006,504695746.0,-999366859.0
2019-09-16 20:51:19,71.0,1531.45,275.6,130.0,41.4828,504698254.0,-999366952.0
2019-09-16 20:51:24,78.0,1594.17,274.20000000000005,130.0,46.8576,504704974.0,-999367573.0
2019-09-16 20:51:29,86.0,1661.2,271.4,129.0,49.208400000000005,504712170.0,-999367797.0
2019-09-16 20:51:30,89.0,1675.55,270.79999999999995,129.0,50.184,504713711.0,-999367769.0
2019-09-16 20:51:35,80.0,1744.9,267.4,130.0,48.204,504721158.0,-999367543.0
2019-09-16 20:51:36,75.0,1756.83,266.79999999999995,131.0,44.9424,504722439.0,-999367506.0
2019-09-16 20:51:40,67.0,1800.02,265.0,132.0,37.8576,504727079.0,-999367552.0
2019-09-16 20:51:46,71.0,1857.9,264.6,135.0,35.1036,504733295.0,-999367641.0
2019-09-16 20:51:53,72.0,1927.33,265.0,137.0,34.22879999999999,504740746.0,-999368032.0
2019-09-16 20:51:59,74.0,1985.29,262.79999999999995,134.0,39.535199999999996,504746971.0,-999368131.0
2019-09-16 20:52:00,76.0,1995.86,262.4,134.0,38.4948,504748106.0,-999368182.0
2019-09-16 20:52:05,78.0,2050.45,260.6,135.0,37.184400000000004,504753952.0,-999368793.0
2019-09-16 20:52:09,67.0,2091.04,259.6,133.0,37.656,504758120.0,-999370473.0
2019-09-16 20:52:14,78.0,2152.34,258.6,132.0,44.7768,504764265.0,-999373658.0
